schema_version,model,rank,k,mean,se,seasons,shuffle_sd,era
1,player-vegas,rank_available,5,0.867156862745,0.0256023979609,8,0,2011-2018 retrospective
1,player-vegas,rank_available,5,0.876003734828,0.0509617329737,7,0,2019-2025 retrospective
1,player-vegas,rank_available,10,0.771917211329,0.0217152096646,15,0,all retrospective
1,player-vegas,rank_available,10,0.760539215686,0.0288090378308,8,0,2011-2018 retrospective
1,player-vegas,rank_available,10,0.784920634921,0.0346164284585,7,0,2019-2025 retrospective
1,player-vegas,rank_in_slot,1,1.23776325345,0.0466047003276,15,0,all retrospective
1,player-vegas,rank_in_slot,1,1.22794117647,0.0826871885052,8,0,2011-2018 retrospective
1,player-vegas,rank_in_slot,1,1.24898848428,0.0412842034905,7,0,2019-2025 retrospective
1,player-vegas,rank_in_slot,3,1.1846768337,0.0322204315526,15,0,all retrospective
1,player-vegas,rank_in_slot,3,1.16094771242,0.0505508958597,8,0,2011-2018 retrospective
1,player-vegas,rank_in_slot,3,1.21179582944,0.0394178297981,7,0,2019-2025 retrospective
1,player-vegas,rank_in_slot,5,1.11952069717,0.0325033646991,15,0,all retrospective
1,player-vegas,rank_in_slot,5,1.09803921569,0.0457569691433,8,0,2011-2018 retrospective
1,player-vegas,rank_in_slot,5,1.14407096172,0.0479832751396,7,0,2019-2025 retrospective
1,player-vegas,rank_in_slot,10,1.02235294118,0.0242523118315,15,0,all retrospective
1,player-vegas,rank_in_slot,10,1.00710784314,0.0260125784982,8,0,2011-2018 retrospective
1,player-vegas,rank_in_slot,10,1.03977591036,0.0440886043957,7,0,2019-2025 retrospective
1,random,rank_available,1,0.323939724038,0.0112879171225,15,0.137823832571,all retrospective
1,random,rank_available,1,0.298774509804,0.00909885944216,8,0.130544865034,2011-2018 retrospective
1,random,rank_available,1,0.352699968876,0.0163772649211,7,0.146142652613,2019-2025 retrospective
1,random,rank_available,3,0.322805616074,0.0116278554824,15,0.0786897574602,all retrospective
1,random,rank_available,3,0.294403594771,0.0103810884328,8,0.0751632082228,2011-2018 retrospective
1,random,rank_available,3,0.355265068991,0.0142509915462,7,0.0827200994459,2019-2025 retrospective
1,random,rank_available,5,0.317618736383,0.0100547502505,15,0.0565494739195,all retrospective
1,random,rank_available,5,0.293480392157,0.00950465871958,8,0.0564060818909,2011-2018 retrospective
1,random,rank_available,5,0.3452054155,0.0121333573106,7,0.0567133505236,2019-2025 retrospective
1,random,rank_available,10,0.323755628177,0.00973779905665,15,0.0385367126343,all retrospective
1,random,rank_available,10,0.298468137255,0.00872123904047,8,0.034153878684,2011-2018 retrospective
1,random,rank_available,10,0.352655617803,0.0105691706168,7,0.0435456657204,2019-2025 retrospective
1,random,rank_in_slot,1,0.380631808279,0.0101612134705,15,0.191564585711,all retrospective
1,random,rank_in_slot,1,0.368137254902,0.00927494506293,8,0.184950527495,2011-2018 retrospective
1,random,rank_in_slot,1,0.394911297853,0.0183802033961,7,0.199123509386,2019-2025 retrospective
1,random,rank_in_slot,3,0.384373033164,0.0112954576035,15,0.0998155386926,all retrospective
1,random,rank_in_slot,3,0.359477124183,0.00972364425572,8,0.0953256820638,2011-2018 retrospective
1,random,rank_in_slot,3,0.412825500571,0.0160900273093,7,0.104946803411,2019-2025 retrospective
1,random,rank_in_slot,5,0.380909949165,0.0095489229789,15,0.070063614668,all retrospective
1,random,rank_in_slot,5,0.359093137255,0.00934661284154,8,0.0709125875953,2011-2018 retrospective
1,random,rank_in_slot,5,0.405843448491,0.0120480681381,7,0.0690933598938,2019-2025 retrospective
1,random,rank_in_slot,10,0.390852578068,0.00880923984132,15,0.0506261585202,all retrospective
1,random,rank_in_slot,10,0.370784313725,0.00817414690665,8,0.0444086686627,2011-2018 retrospective
1,random,rank_in_slot,10,0.413787737317,0.0115992629646,7,0.0577318612145,2019-2025 retrospective
1,regressed-rate,rank_available,1,0.935802469136,0.0619460410621,15,0,all retrospective
1,regressed-rate,rank_available,1,0.894607843137,0.0622196022465,8,0,2011-2018 retrospective
1,regressed-rate,rank_available,1,0.982882041705,0.115465158764,7,0,2019-2025 retrospective
1,regressed-rate,rank_available,3,0.83950617284,0.0209606176834,15,0,all retrospective
1,regressed-rate,rank_available,3,0.831699346405,0.0223614985176,8,0,2011-2018 retrospective
1,regressed-rate,rank_available,3,0.848428260193,0.0387962091195,7,0,2019-2025 retrospective
1,regressed-rate,rank_available,5,0.805315904139,0.0195963217295,15,0,all retrospective
1,regressed-rate,rank_available,5,0.800490196078,0.0217769100465,8,0,2011-2018 retrospective
1,regressed-rate,rank_available,5,0.810830999066,0.0357527942038,7,0,2019-2025 retrospective
1,regressed-rate,rank_available,10,0.705548293391,0.0177081386663,15,0,all retrospective
1,regressed-rate,rank_available,10,0.695833333333,0.016614837438,8,0,2011-2018 retrospective
1,regressed-rate,rank_available,10,0.716651104887,0.0340778199437,7,0,2019-2025 retrospective
1,regressed-rate,rank_in_slot,1,1.08721859114,0.0475828292564,15,0,all retrospective
1,regressed-rate,rank_in_slot,1,1.05392156863,0.0814164101697,8,0,2011-2018 retrospective
1,regressed-rate,rank_in_slot,1,1.12527233115,0.0450546909786,7,0,2019-2025 retrospective
1,regressed-rate,rank_in_slot,3,1.08453159041,0.0300962291274,15,0,all retrospective
1,regressed-rate,rank_in_slot,3,1.07679738562,0.049325995495,8,0,2011-2018 retrospective
1,regressed-rate,rank_in_slot,3,1.09337068161,0.0355025039103,7,0,2019-2025 retrospective
1,regressed-rate,rank_in_slot,5,1.03944807553,0.0239954110651,15,0,all retrospective
1,regressed-rate,rank_in_slot,5,1.03529411765,0.0336286146915,8,0,2011-2018 retrospective
1,regressed-rate,rank_in_slot,5,1.04419545596,0.0369325166521,7,0,2019-2025 retrospective
1,regressed-rate,rank_in_slot,10,0.943885257807,0.0202081031025,15,0,all retrospective
1,regressed-rate,rank_in_slot,10,0.930637254901,0.0276576292938,8,0,2011-2018 retrospective
1,regressed-rate,rank_in_slot,10,0.959025832556,0.0308265250577,7,0,2019-2025 retrospective
1,shipped,rank_available,1,1.03333333333,0.0439984415955,15,0,all retrospective
1,shipped,rank_available,1,0.999999999999,0.0598647346585,8,0,2011-2018 retrospective
1,shipped,rank_available,1,1.07142857143,0.0666889618601,7,0,2019-2025 retrospective
1,shipped,rank_available,3,0.977584120068,0.0269383470152,15,0,all retrospective
1,shipped,rank_available,3,0.956699346405,0.0428223499352,8,0,2011-2018 retrospective
1,shipped,rank_available,3,1.00145243283,0.0317070609959,7,0,2019-2025 retrospective
1,shipped,rank_available,5,0.930660856935,0.0212759291922,15,0,all retrospective
1,shipped,rank_available,5,0.910294117646,0.0319316213116,8,0,2011-2018 retrospective
1,shipped,rank_available,5,0.953937130407,0.0271019085208,7,0,2019-2025 retrospective
1,shipped,rank_available,10,0.835163398693,0.0181447895068,15,0,all retrospective
1,shipped,rank_available,10,0.813725490196,0.0234241342266,8,0,2011-2018 retrospective
1,shipped,rank_available,10,0.859663865546,0.0269628430459,7,0,2019-2025 retrospective
1,shipped,rank_in_slot,1,1.23347857662,0.0494616061851,15,0,all retrospective
1,shipped,rank_in_slot,1,1.2205882353,0.0682009556543,8,0,2011-2018 retrospective
1,shipped,rank_in_slot,1,1.24821039527,0.0772179028502,7,0,2019-2025 retrospective
1,shipped,rank_in_slot,3,1.20021786492,0.0350291634658,15,0,all retrospective
1,shipped,rank_in_slot,3,1.17973856209,0.0543197532386,8,0,2011-2018 retrospective
1,shipped,rank_in_slot,3,1.22362278245,0.0450538150442,7,0,2019-2025 retrospective
1,shipped,rank_in_slot,5,1.13618010167,0.0305311936765,15,0,all retrospective
1,shipped,rank_in_slot,5,1.10343137255,0.0436557677274,8,0,2011-2018 retrospective
1,shipped,rank_in_slot,5,1.17360722067,0.0410112288569,7,0,2019-2025 retrospective
1,shipped,rank_in_slot,10,1.04443718228,0.0210541115217,15,0,all retrospective
1,shipped,rank_in_slot,10,1.02867647059,0.0257045968718,8,0,2011-2018 retrospective
1,shipped,rank_in_slot,10,1.06244942421,0.0351286477223,7,0,2019-2025 retrospective
1,vegas-environment,rank_available,1,0.793972403776,0.0411003295244,15,0,all retrospective
1,vegas-environment,rank_available,1,0.799019607843,0.0666738750426,8,0,2011-2018 retrospective
1,vegas-environment,rank_available,1,0.788204170557,0.0500857294052,7,0,2019-2025 retrospective
1,vegas-environment,rank_available,3,0.8154926168,0.0251332505276,15,0,all retrospective
1,vegas-environment,rank_available,3,0.816993464052,0.0415210927999,8,0,2011-2018 retrospective
1,vegas-environment,rank_available,3,0.813777362797,0.0293055252287,7,0,2019-2025 retrospective
1,vegas-environment,rank_available,5,0.791968046478,0.0215344888719,15,0,all retrospective
1,vegas-environment,rank_available,5,0.783333333333,0.0334135630295,8,0,2011-2018 retrospective
1,vegas-environment,rank_available,5,0.801836290072,0.0282775089965,7,0,2019-2025 retrospective
1,vegas-environment,rank_available,10,0.76709513435,0.019986441474,15,0,all retrospective
1,vegas-environment,rank_available,10,0.740196078432,0.0263614307055,8,0,2011-2018 retrospective
1,vegas-environment,rank_available,10,0.797836912543,0.0278458653904,7,0,2019-2025 retrospective
1,vegas-environment,rank_in_slot,1,1.0966594045,0.0562117304939,15,0,all retrospective
1,vegas-environment,rank_in_slot,1,1.14705882353,0.0758503902749,8,0,2011-2018 retrospective
1,vegas-environment,rank_in_slot,1,1.03906006847,0.0842079263202,7,0,2019-2025 retrospective
1,vegas-environment,rank_in_slot,3,1.0394335512,0.0372626028474,15,0,all retrospective
1,vegas-environment,rank_in_slot,3,1.05637254902,0.0618568653758,8,0,2011-2018 retrospective
1,vegas-environment,rank_in_slot,3,1.02007469655,0.0415174419685,7,0,2019-2025 retrospective
1,vegas-environment,rank_in_slot,5,1.01175018155,0.0271147919538,15,0,all retrospective
1,vegas-environment,rank_in_slot,5,1.00196078431,0.0499299228804,8,0,2011-2018 retrospective
1,vegas-environment,rank_in_slot,5,1.02293806411,0.0176903426918,7,0,2019-2025 retrospective
1,vegas-environment,rank_in_slot,10,0.95033405955,0.0162698936219,15,0,all retrospective
1,vegas-environment,rank_in_slot,10,0.943872549019,0.0265972111529,8,0,2011-2018 retrospective
1,vegas-environment,rank_in_slot,10,0.957718643013,0.0190601783325,7,0,2019-2025 retrospective
1,within-player,rank_available,1,1.00042120552,0.0381585970268,15,0.0922050643052,all retrospective
1,within-player,rank_available,1,0.973284313725,0.0522643706505,8,0.0962085685805,2011-2018 retrospective
1,within-player,rank_available,1,1.03143479614,0.0577730978911,7,0.0876296308478,2019-2025 retrospective
1,within-player,rank_available,3,0.948687969014,0.0270538480418,15,0.0436641187771,all retrospective
1,within-player,rank_available,3,0.921119281045,0.0330293471143,8,0.0437473653914,2011-2018 retrospective
1,within-player,rank_available,3,0.980195040979,0.0435287537729,7,0.0435689797894,2019-2025 retrospective
1,within-player,rank_available,5,0.908427741467,0.0222624579211,15,0.0284520433635,all retrospective
1,within-player,rank_available,5,0.887279411765,0.0279984777198,8,0.0271664926027,2011-2018 retrospective
1,within-player,rank_available,5,0.932597261127,0.0353597753869,7,0.029921244233,2019-2025 retrospective
1,within-player,rank_available,10,0.827104212055,0.0177688434783,15,0.014829571602,all retrospective
1,within-player,rank_available,10,0.801899509804,0.0196385520861,8,0.0142872721085,2011-2018 retrospective
1,within-player,rank_available,10,0.855909586057,0.0283748470953,7,0.0154493424517,2019-2025 retrospective
1,within-player,rank_in_slot,1,1.1880355846,0.0387754532547,15,0.0832492770883,all retrospective
1,within-player,rank_in_slot,1,1.19632352941,0.0620192140866,8,0.0771337517133,2011-2018 retrospective
1,within-player,rank_in_slot,1,1.17856364768,0.0485914763554,7,0.0902384489454,2019-2025 retrospective
1,within-player,rank_in_slot,3,1.16549140644,0.0342214087128,15,0.0433523352492,all retrospective
1,within-player,rank_in_slot,3,1.15187908497,0.0490492343558,8,0.0441361502676,2011-2018 retrospective
1,within-player,rank_in_slot,3,1.18104834526,0.0507161067505,7,0.0424565466566,2019-2025 retrospective
1,within-player,rank_in_slot,5,1.11331299927,0.0299874120729,15,0.0292577227806,all retrospective
1,within-player,rank_in_slot,5,1.08713235294,0.0409392080174,8,0.0277998500464,2011-2018 retrospective
1,within-player,rank_in_slot,5,1.14323373794,0.0445170408959,7,0.0309238630482,2019-2025 retrospective
1,within-player,rank_in_slot,10,1.02718082789,0.0224535786652,15,0.01614997288,all retrospective
1,within-player,rank_in_slot,10,1.00493872549,0.0267647952609,8,0.01471670687,2011-2018 retrospective
1,within-player,rank_in_slot,10,1.05260037348,0.0369290407156,7,0.0177879911771,2019-2025 retrospective
